2025-04-10 17:50:45,768:INFO: Training begin
2025-04-10 18:04:12,169:INFO: Training begin
2025-04-10 18:08:19,472:INFO: Training begin
2025-04-10 19:38:35,709:INFO: Training begin
2025-04-10 19:53:29,850:INFO: Training begin
2025-04-10 19:56:18,411:INFO: Training begin
2025-04-10 19:57:56,481:INFO: Training begin
2025-04-10 20:29:36,376:INFO: Training begin
2025-04-10 20:34:59,210:INFO: Training begin
2025-04-10 20:37:48,399:INFO: Training begin
2025-04-10 21:08:10,077:INFO: Training begin
2025-04-10 21:10:58,223:INFO: Training begin
2025-04-10 21:22:26,016:INFO: Training begin
2025-04-10 21:22:56,817:INFO: Training begin
2025-04-10 21:26:03,657:INFO: Training begin
2025-04-10 21:26:29,923:INFO: Training begin
2025-04-10 21:31:27,842:INFO: Training begin
2025-04-10 21:37:40,024:INFO: Training begin
2025-04-10 21:38:24,064:INFO: Training begin
2025-04-10 21:49:14,662:INFO: Training begin
2025-04-10 21:51:04,699:INFO: Training begin
2025-04-10 21:53:48,528:INFO: Training begin
2025-04-10 21:53:52,673:INFO: 0/200 (epoch 0), train_loss = 2.156486660242, accuracy = 0.000000000000, time/batch = 4.144813060760
2025-04-10 21:53:55,708:INFO: 1/200 (epoch 0), train_loss = 1.155176494271, accuracy = 0.000000000000, time/batch = 3.034294843674
2025-04-10 21:53:58,422:INFO: 2/200 (epoch 0), train_loss = -0.539997646585, accuracy = 0.000000000000, time/batch = 2.712728023529
2025-04-10 21:54:02,049:INFO: 3/200 (epoch 0), train_loss = -0.281238045543, accuracy = 0.000000000000, time/batch = 3.626964569092
2025-04-10 21:54:05,946:INFO: 4/200 (epoch 0), train_loss = -0.098166890442, accuracy = 0.000000000000, time/batch = 3.896493673325
2025-04-10 21:54:08,865:INFO: 5/200 (epoch 0), train_loss = -1.832286883146, accuracy = 0.000000000000, time/batch = 2.917855501175
2025-04-10 21:54:11,897:INFO: 6/200 (epoch 0), train_loss = -2.691638663411, accuracy = 0.000000000000, time/batch = 3.032285213470
2025-04-10 21:54:15,512:INFO: 7/200 (epoch 0), train_loss = -2.675188437104, accuracy = 0.000000000000, time/batch = 3.614422321320
2025-04-10 21:54:19,017:INFO: 8/200 (epoch 0), train_loss = -2.465341582894, accuracy = 0.000000000000, time/batch = 3.504925966263
2025-04-10 21:54:21,984:INFO: 9/200 (epoch 0), train_loss = -2.786078140140, accuracy = 0.000000000000, time/batch = 2.966806888580
2025-04-10 21:54:24,810:INFO: 10/200 (epoch 0), train_loss = -3.683955043554, accuracy = 0.000000000000, time/batch = 2.826207637787
2025-04-10 21:54:27,657:INFO: 11/200 (epoch 0), train_loss = 8.584855675697, accuracy = 0.000000000000, time/batch = 2.847607135773
2025-04-10 21:54:32,796:INFO: 12/200 (epoch 0), train_loss = 28.714835286140, accuracy = 0.000000000000, time/batch = 5.137910127640
2025-04-10 21:54:36,880:INFO: 13/200 (epoch 0), train_loss = -2.477024311200, accuracy = 0.000000000000, time/batch = 4.083519935608
2025-04-10 21:54:39,700:INFO: 14/200 (epoch 0), train_loss = -3.964494735003, accuracy = 0.000000000000, time/batch = 2.818771600723
2025-04-10 21:54:42,913:INFO: 15/200 (epoch 0), train_loss = -4.581710636616, accuracy = 0.000000000000, time/batch = 3.212335348129
2025-04-10 21:54:46,240:INFO: 16/200 (epoch 0), train_loss = -4.006886519492, accuracy = 0.000000000000, time/batch = 3.325748682022
2025-04-10 21:54:51,914:INFO: 17/200 (epoch 0), train_loss = 14.425771623850, accuracy = 0.000000000000, time/batch = 5.673301696777
